,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
66,2-s2.0-85009834480,10.1016/j.trd.2016.12.003,S1361920915302649,,Environmental impact and travel time savings of a new monorail system in colombo's commuting traffic,ar,Article,Manoratna D.,60030788;117991576,Hiroshima University;Ministry of Finance and Planning of Sri Lanka,Higashihiroshima;,Japan;Sri Lanka,3,"Manoratna, Dinushi Anupama;Kawata, Keisuke;Yoshida, Yuichiro",57192996596;55215221800;35331125200,117991576;60030788;60030788,2017-03-01,1 March 2017,Transportation Research Part D: Transport and Environment,13619209,20894,,Journal,51,,,122-128,"This study estimates the environmental impact and the value of travel time savings for commuters who travel to Colombo city in traffic congestion when the proposed monorail system is in place. The model considers an introduction of a monorail into a mono-centric city with symmetrically distributed radial highways converging toward the central business district (CBD), with an inelastic commuter demand. We compare the CO2 emission amount as well as aggregate travel time savings from different monorail scenarios, with the introduction of a toll as a necessary condition to generate an efficient outcome. The results show that for a monorail running at an average speed of 40 km/h a length of 26.8 km from the CBD will optimize investment and contribute travel time savings of 105 million Rs. per day or 189 million USD per year to the Sri Lankan economy, resulting in the CO2 emission reduction by 42%. A sensitivity analysis is conducted to evaluate the effects of monorail speed, commuter income, and population growth.",Commuting traffic | Congestion | Greenhouse gas | Monocentric city | Monorail | Value of travel time,13,0,,,JSPS,16H03610,Japan Society for the Promotion of Science
67,2-s2.0-85021253157,10.5937/fmet1704620R,,,"A Multi-objective optimization model for minimizing cost, travel time and CO<inf>2</inf> emission in an AS/RS",ar,Article,Rajković M.,60068815;60004060,University of Belgrade;Univerza v Mariboru,Belgrade;Maribor,Serbia;Slovenia,5,"Rajković, Miloš;Zrnić, Nenad;Kosanić, Nenad;Borovinšek, Matej;Lerher, Tone",7004410919;15758745800;56530856800;13403890700;56055552400,60068815;60068815;60068815;60004060;60004060,2017-01-01,2017,FME Transactions,14512092,21100199778,,Journal,45,4,,620-629,"A multi-objective optimization of automated warehouses is discussed andevaluated in the present paper. Since most of the researchers in materialhandling community had performed optimization of decision variables withsingle objective function only (usually named with minimum travel time,maximum throughput capacity, minimum cost, maximum energy efficiency,etc.), the multi-objective optimization (cost - travel time - CO2 emission/energy efficiency) will be presented. For the optimization of decisionvariables in objective functions, the method with genetic algorithms wasused. To find the Pareto optimal solutions, the NSGA II genetic algorithmwas used. The main objective of our contribution is to determine theperformance of the system according to the multi-objective optimizationtechnique. The results of the proposed model could be useful tool for thewarehouse designer in the early stage of warehouse design.",Automated storage and retrieval systems | Multiobjective optimization | Performance analyses | Warehousing,15,1,repositoryvor,Green,,undefined,
68,2-s2.0-85002926109,10.1371/journal.pone.0166064,,27930659,Bee inspired novel optimization algorithm and mathematical model for effective and efficient route planning in railway system,ar,Article,Leong K.H.,60224275;60029157;60006106,International University of Malaya-Wales;Universiti Malaya;Huaqiao University,Kuala Lumpur;Kuala Lumpur;Quanzhou,Malaysia;Malaysia;China,5,"Leong, Kah Huo;Abdul-Rahman, Hamzah;Wang, Chen;Onn, Chiu Chuen;Loo, Siaw Chuing",57192277730;23484469800;57194026406;35387063500;57192274598,60224275;60224275;60006106;60029157;60029157,2016-12-01,December 2016,PLoS ONE,,10600153309,19326203,Journal,11,12,e0166064,,"Railway and metro transport systems (RS) are becoming one of the popular choices of transportation among people, especially those who live in urban cities. Urbanization and increasing population due to rapid development of economy in many cities are leading to a bigger demand for urban rail transit. Despite being a popular variant of Traveling Salesman Problem (TSP), it appears that the universal formula or techniques to solve the problem are yet to be found. This paper aims to develop an optimization algorithm for optimum route selection to multiple destinations in RS before returning to the starting point. Bee foraging behaviour is examined to generate a reliable algorithm in railway TSP. The algorithm is then verified by comparing the results with the exact solutions in 10 test cases, and a numerical case study is designed to demonstrate the application with large size sample. It is tested to be efficient and effective in railway route planning as the tour can be completed within a certain period of time by using minimal resources. The findings further support the reliability of the algorithm and capability to solve the problems with different complexity. This algorithm can be used as a method to assist business practitioners making better decision in route planning.",,6,1,repositoryam,Green,UM,LL026-16SUS,Universiti Malaya
69,2-s2.0-84995814254,10.2195/lj_Proc_doerr_de_201610_01,,,Throughput analysis of double deep storage using dual capacity load-handling devices,ar,Article,Dörr K.,60102538,Karlsruher Institut für Technologie,Karlsruhe,Germany,2,"Dörr, Katharina;Furmans, Kai",57191991276;23392840100,60102538;60102538,2016-10-31,31 October 2016,Logistics Journal,18607977,4700152816,,Journal,2016,,,,"Travel time models are as relevant as ever, even 40 years after their first introduction. For current storage and retrieval systems (AS/RS), such as double-deep storage positions and dual capacity load handling devices, they are more complex and extensive. Two basic mathematical models have been developed for this configuration, which are compared both quantitatively and qualitatively. In addition, further variations of our modeling are addressed and evaluated by means of simulation.",Double-deep | Dual load handling device | Mathematical modeling | Quadruple command cycle | Travel-time,0,0,,,,undefined,
70,2-s2.0-84992159414,10.1111/mms.12338,,,Consensus movements by groups of sperm whales,ar,Article,Whitehead H.,60015913,Dalhousie University,Halifax,Canada,1,"Whitehead, Hal",35556908400,60015913,2016-10-01,1 October 2016,Marine Mammal Science,08240469,22663,17487692,Journal,32,4,,1402-1415,"When animals live in cohesive groups they need to make consensus decisions about movements. As a very large-scale example of communal movement, nomadic female sperm whales (Physeter macrocephalus) travel about 50 km per day as coherent groups of 10–50 animals spread over several km of ocean. From 543 h of data during which 3,873 headings of small clusters of whales or individual whales were recorded, I quantified the heading behavior of groups foraging off the Galápagos Islands. The groups made both sudden and gradual turns. Using piecewise regression models, I estimate that sudden and gradual turns in heading both occurred at rates of 0.10/h. The mean change in heading was 69° for sudden turns and 84° for gradual turns. The mean duration of gradual turns was 1.3 h, so turns were often slow. Using the recorded headings within 30 min of each of 1,798 focal headings, a regression of heading on time gave a mean rate of turn of the group and error of each focal heading about the mean heading. Absolute heading errors increased with absolute turn rate (rS = 0.241; P = 0.0000), so turns were often messy. Thus sperm whales often make slow and messy—likely democratic—consensus decisions when groups change heading.",consensus decisions | democratic decisions | heading changes | movement | Physeter | sperm whale | turns,9,0,,,NGS,002-12,National Geographic Society
71,2-s2.0-84930366766,10.1007/s10696-015-9221-7,,,Travel time analysis of the dual command cycle in the split-platform AS/RS with I/O dwell point policy,ar,Article,Liu T.,60025761;60013983,Huazhong University of Science and Technology;City University of Hong Kong,Wuhan;Hong Kong,China;Hong Kong,4,"Liu, Tian;Xu, Xianhao;Qin, Hu;Lim, Andrew",57195298535;55669169800;25925253100;7202659054,60025761-60013983;60025761;60025761;60013983,2016-09-01,1 September 2016,Flexible Services and Manufacturing Journal,19366582,17600155106,19366590,Journal,28,3,,442-460,"In conventional automated storage and retrieval systems (AS/RS), storage and retrieval (S/R) machine travels simultaneously in the horizontal and vertical directions. However, S/R machine cannot support overly heavy loads, such as sea containers, so a new AS/RS, called split-platform AS/RS (SP-AS/RS), was introduced and studied in recent years. The SP-AS/RS employs vertical and horizontal platforms, which move independently, and are capable of handling heavy loads. The vertical platform which represents an elevator (or lift) with the elevator’s lifting table carries the load up and down among different tiers and the horizontal platform which represents the shuttle carrier or the shuttle vehicle can access all cells of the tier in which it belongs to. Single command cycle (SC) and dual command cycle (DC) are two main operating modes in AS/RSs. However, travel time models in all previous articles related to the SP-AS/RS are only for the SC. In this study, we first present a continuous travel time model for the DC in the SP-AS/RS under input and output (I/O) dwell point policy and validate its accuracy by computer simulations. Our model and simulation results both show that the square-in-time rack incurs the smallest expected travel time. After comparing with the existing model for the SC, we find that the DC is better than the SC in terms of the expected travel time.",Analytical modelling | Automated storage and retrieval systems | Performance analysis | Simulation | Split-platform systems | Travel time analysis,17,0,,,NSFC,71131004,National Natural Science Foundation of China
72,2-s2.0-84963764275,10.1007/s13437-015-0089-x,,,Optimization of integrated scheduling of handling and storage operations at automated container terminals,ar,Article,Homayouni S.,60103630;60025577,"Islamic Azad University, Isfahan Branch;Universiti Putra Malaysia",Isfahan;Serdang,Iran;Malaysia,2,"Homayouni, Seyed Mahdi;Tang, Sai Hong",55388241000;8231495000,60103630;60025577,2016-04-01,1 April 2016,WMU Journal of Maritime Affairs,1651436X,19700182315,16541642,Journal,15,1,,17-39,"Increasing demand for containerization compels container terminals to improve their performance. Uncoordinated scheduling of operations is one of the main factors accounting for poor performance at automated container terminals (ACTs). To increase land utilization efficiency and lower operational times, a new storage system called the split-platform automated storage/retrieval system (SP-AS/RS) has been introduced for temporary storage of containers. This paper describes a multi-objective mixed-integer programming (MIP) model that is based on a combination of multiple interacting sub-tasks. It is aimed at optimizing the integrated scheduling of handling and storage operations in ACTs. The MIP model objective function is to minimize delays in the loading/unloading tasks of the cranes and the travel time of vehicles and platforms in the SP-AS/RS. At the same time, a simulated annealing algorithm (SAA) that provides near-optimal solutions for the problem in a reasonable computation time is appraised. The results of this study show that the objective function of the MIP model is, on average, 58 % lower than that of the non-integrated scheduling method. On the other hand, the best objective function values obtained by the SAA indicate only a 3.7 % disadvantage in comparison with optimal values determined by the MIP model, demonstrating that the SAA is able to provide near-optimal solutions for the integrated scheduling of handling and storage operations.",Automated guided vehicles | Integrated scheduling | Mixed-integer programming | Quay cranes | Simulated annealing algorithm | Split-platform automated storage/retrieval system,9,1,publisherhybridgold,Hybrid Gold,,undefined,
74,2-s2.0-85114131246,10.1109/LISS.2016.7854528,,,Analytical travel time models for multi-aisle automated storage and retrieval systems,cp,Conference Paper,Lu X.,60264287;60084619,Yingkou Institute of Technology;University of Science and Technology Liaoning,Yingkou;Anshan,China;China,4,"Lu, Xin;Shi, Hong Yuan;Wang, Li;Li, Da Wei",57195433305;57195425939;57196331219;23110379800,60264287;60264287;60084619;60084619,2016-01-01,2016,"2016 International Conference on Logistics, Informatics and Service Sciences, LISS 2016",,21101058065,,Conference Proceeding,,,7854528,,"Acceleration and deceleration of the AS/RS machine in automated storage and retrieval systems are considered in this paper instead of uniform speed, and there are curve channels in the warehouse. Based on the above hypothesis, the time function and distance function are studied in this paper. The distribution function of the distance and time is given. On this basis, the expected travel time of the automated storage and retrieval system is studied. Finally, a numerical example is given to draw the conclusion that this model is more practical.",Logistics system | Mathematical expectation | Travel time | Warehouse AS/RS,0,0,,,,w2015389,
76,2-s2.0-84942373618,10.1080/0740817X.2015.1027458,,,Product allocation problem for an AS/RS with multiple in-the-aisle pick positions,ar,Article,Ramtin F.,60154598;60025534,College of Engineering and Computer Science;Rensselaer Polytechnic Institute,Orlando;Troy,United States;United States,2,"Ramtin, Faraz;Pazour, Jennifer A.",35148568100;26429919900,60154598;60025534,2015-12-02,2 December 2015,IIE Transactions (Institute of Industrial Engineers),0740817X,19125,15458830,Journal,47,12,,1379-1396,"An automated storage/retrieval system with multiple in-the-aisle pick positions is a semi-automated case-level order fulfillment technology that is widely used in distribution centers. We study the impact of product to pick position assignments on the expected throughput for different operating policies, demand profiles, and shape factors. We develop efficient algorithms of complexity O(nlog(n)) that provide the assignment that minimizes the expected travel time. Also, for different operating policies, shape configurations, and demand curves, we explore the structure of the optimal assignment of products to pick positions and quantify the difference between using a simple, practical assignment policy versus the optimal assignment. Finally, we derive closed-form analytical travel time models by approximating the optimal assignment's expected travel time using continuous demand curves and assuming an infinite number of pick positions in the aisle. We illustrate that these continuous models work well in estimating the travel time of a discrete rack and use them to find optimal design configurations.",Automated storage/retrieval system | case-level order picking | closed-form travel time | multiple input/output (I/O) points,38,0,repositoryam,Green,,undefined,
77,2-s2.0-84910609681,10.1016/j.mechatronics.2014.10.006,S0957415814001640,,Optimal dimensions minimizing expected travel time of a single machine flow rack AS/RS,cp,Conference Paper,Hamzaoui M.A.,60068756,Université Abou Bekr Belkaid Tlemcen,Tlemcen,Algeria,2,"Hamzaoui, Mohammed Adel;Sari, Zaki",57197011693;22954822200,60068756;60068756,2015-10-01,1 October 2015,Mechatronics,09574158,21096,,Journal,31,,,158-168,"In this paper, the aim is to determine the optimal dimensions of a flow rack automated storage and retrieval system (AS/RS) using a single machine for storage and retrieval operations. These optimal dimensions are evaluated for minimum expected travel times of the storage and retrieval machine. An enumeration technique is used on a large range of system configurations going from 100 to 20,000 storage segments. Initially, optimization is carried out on six travel time expressions dealing with single and dual cycle travel times considering two dwell point positions. The results are then studied to investigate the influence of travel time expressions on both optimal dimensions and the shape factor of the system rack. Secondly, a new generalized mathematical model was developed by introducing an occurrence proportion parameter, relative to dual cycles, in order to determine the influence of the system functioning (proportion of dual cycles and load rate) on optimal dimensions.",3D rack | AS/RS | Dual cycle | Optimization | Single cycle | Travel time,21,0,,,,undefined,
78,2-s2.0-84937253853,10.1080/00207543.2015.1005767,,,Optimal design of a 3D compact storage system with the I/O port at the lower mid-point of the storage rack,ar,Article,Hao J.,60019118;60008134,University of Science and Technology of China;CNRS Centre National de la Recherche Scientifique,Hefei;Paris,China;France,3,"Hao, Jingjing;Yu, Yugang;Zhang, Linda L.",57209437904;14822788000;54947959800,60019118;60019118;60008134,2015-09-02,2 September 2015,International Journal of Production Research,00207543,27656,1366588X,Journal,53,17,,5153-5173,"As a new generation of automated warehousing systems, 3D compact storage systems have been increasingly installed worldwide for handling inventory items in warehouses, distribution centres and manufacturing factories. Due to the problem complexity and system novelty, research investigating these systems, design models in particular, lags behind. This study, thus, addresses the design of 3D compact storage systems, where the I/O port is located at the lower mid-point of the storage rack, in attempting to assist practitioners in designing such systems that can achieve optimal performance while meeting system capacity requirements. In view of its importance in system design, we first derive the system expected travel time and subsequently optimise the three dimensions of the storage rack. We consider all the possible configurations of the three rack dimensions and develop closed form expressions for travel time derivation and rack dimension optimisation. We compare the result with an available design model, where the I/O port is located in the lower left-corner of the storage rack. The comparison shows that our model produces shorter system expected travel time, thus higher system throughput. We also elaborate several numerical examples to demonstrate how our model can be applied to design 3D compact storage systems in practice. Based on the numerical examples, we further provide several managerial implications, which are useful for practitioners to make suitable design decisions.",3D compact storage system | AS/RS | closed form expressions | I/O port | rack dimension optimisation | system expected travel time,19,0,,,,undefined,
79,2-s2.0-84937969801,10.1007/s00170-015-6872-1,,,Optimal design of AS/RS storage systems with three-class-based assignment strategy under single and dual command operations,ar,Article,Bortolini M.,60028218;60000481,Alma Mater Studiorum Università di Bologna;Università degli Studi di Padova,Bologna;Padua,Italy;Italy,5,"Bortolini, Marco;Accorsi, Riccardo;Gamberi, Mauro;Manzini, Riccardo;Regattieri, Alberto",54779261700;54779320500;7801538802;6701312938;6507515806,60028218;60028218;60000481;60028218;60028218,2015-08-27,27 August 2015,International Journal of Advanced Manufacturing Technology,02683768,20428,14333015,Journal,79,9-12,,1747-1759,"This paper presents an extension of the analytical models already proposed by the literature to compute the expected travel time of automated storage and retrieval systems (AS/RS) in three-class-based storage (3-CBS) rectangular-in-time (RIT) storage systems. The authors determined the analytical closed form of the mean travel time for both the single-command (SC) and the dual-command (DC) cycles varying the warehouse shape factor and the ABC turnover curve. The performances obtained by the adoption of the proposed analytical travel time model under different configurations of the warehousing system, i.e., shape, dimension of the classes, and ABC curve, are evaluated and compared. Finally, the optimal boundary limits for the 3-CBS AS/RS, considering both the SC and the DC cycles, are fixed presenting the percentage saving of such configurations toward the common random assignment policy.",AS/RS | Class-based storage | Single- and dual-command cycle | Travel time model | Warehouse design,20,0,,,,undefined,
80,2-s2.0-84938286625,10.1007/s00170-014-6709-3,,,Multi-aisle AS/RS dimensions optimization for cycle time minimization,ar,Article,Kouloughli S.,60068756,Université Abou Bekr Belkaid Tlemcen,Tlemcen,Algeria,2,"Kouloughli, Sihem;Sari, Zaki",36158162000;22954822200,60068756;60068756,2015-07-28,28 July 2015,International Journal of Advanced Manufacturing Technology,02683768,20428,14333015,Journal,79,1-4,,675-692,"In this work, we focus on optimization of multi-aisle automated storage/retrieval system (MA AS/RS). Analytical models of the cycle time for this type of systems are presented, and the optimal dimensions of MA AS/RS for a minimum cycle time are evaluated. The analytical expressions of the cycle time have three real variables representing the three displacement times: horizontally (t<inf>h</inf>), vertically (t<inf>v</inf>), and between aisles (t<inf>p</inf>). In addition to causality constraints of horizontal and vertical transport times, there is another one related to the size of the system and to its constancy. This takes us back to optimization problems in real numbers of three variable functions with constraints. For their optimization, some variable variations are likely to give a relaxation of the constraint on the size of the system, thus reducing them to two variable functions. In the first part of the work, the analytical expressions of the cycle time are optimized, considering the three travel times t<inf>h</inf>, t<inf>v</inf>, and t<inf>p</inf> as variables. The results of these investigations allow determining a global minimum with useful regions where the minima are close to this global minimum. This allows a greater flexibility when designing the system, due to the possibility of making contingent variations on the dimensions of the system, in a wide range, without significant changes in the cycle time. In the second part, one of the travel times is supposed to be constant and then the optimal values of the other two are calculated. This will be essential in case there are dimensional constraints on premises used to house the AS/RS. If one dimension is fixed, then finding the optimal values of the other two is possible.",AS/RS | Cycle time | Multi-aisle | Optimization | Storage/retrieval system,21,0,,,,undefined,
81,2-s2.0-84939956840,10.1007/s00170-014-6726-2,,,Travel time model for shuttle-based storage and retrieval systems,ar,Article,Lerher T.,60087200;60020241;60004060,"Sveučilište u Zagrebu, Fakultet Strojarstva i Brodogradnje;Izmir Ekonomi Universitesi;Univerza v Mariboru",Zagreb;Izmir;Maribor,Croatia;Turkey;Slovenia,4,"Lerher, Tone;Ekren, Banu Y.;Dukic, Goran;Rosi, Bojan",56055552400;23488489800;6508131334;14827090700,60004060;60020241;60087200;60004060,2015-06-18,18 June 2015,International Journal of Advanced Manufacturing Technology,02683768,20428,14333015,Journal,78,9-12,,1705-1725,"This paper presents analytical travel time model for the computation of travel (cycle) time for shuttle-based storage and retrieval systems (in continuation SBS/RS). The proposed model considers the operating characteristics of the elevators lifting table and the shuttle carrier, such as acceleration and deceleration and the maximum velocity. Assuming uniform distributed storage rack locations and using the probability theory, the expressions of the cumulative distribution functions with which the mean travel time is calculated, have been determined. The proposed model enables the calculation of the mean travel (cycle) time for the single and dual command cycles, from which the performance of SBS/RS can be evaluated. The approximation model and a simulation model of SBS/RS have been used to compare the performances of the proposed analytical travel time model. The analysis shows that regarding all examined types of SBS/RS, the results of proposed analytical travel time model for SBS/RS correlate with the results of simulation models of SBS/RS.",Analytical modelling | Automated warehouses | Shuttle-based storage and retrieval systems | Simulation | Tier-captive system,112,0,,,,undefined,
82,2-s2.0-84953888492,10.1016/j.ifacol.2015.06.365,S2405896315006047,,Mathematical modeling of retrieval travel time for flow-rack automated storage and retrieval systems,cp,Conference Paper,Ghomri L.,60068756,Université Abou Bekr Belkaid Tlemcen,Tlemcen,Algeria,2,"Ghomri, Latéfa;Sari, Zaki",23018893900;22954822200,60068756;60068756,2015-05-01,1 May 2015,IFAC-PapersOnLine,,21100456158,24058963,Conference Proceeding,28,3,,1906-1911,"Automated storage/retrieval systems (AS/RS) are computer-controlled automated material handling systems, widely used in industry and warehousing systems. They have interesting advantages, the majors of which are a high throughput, efficient use of space and improvement of safety. All the disadvantages of AS/RS are related to economic factors such as high initial investments and difficulty to change layout. This implies the importance of careful design of the AS/RS by taking into account all constraints. The latter may be linked either to the AS/RS dimensions or to products. The evaluation of average travel time that the S/R machine takes to store and retrieve a product is necessary for an optimal design. The present paper is devoted to a particular configuration of AS/RS said flow-rack AS/RS. The flow-rack AS/RS consists of only one deep rack and two machines; the first is used for storing operations and the second for retrieval operations. Our aim is to model mathematically the average travel time of the retrieval machine under random storage. The mathematical model proposed hereunder is certainly function of the physical parameters of the flow-rack AS/RS such as length, width, depth, etc.; but it is also function of the variety of products stored in the system and of their proportions. The mathematical model could be useful for performance evaluation and for design considerations of the flow-rack AS/RS in real world applications. The validation of the model is done by simulation.",Automated storage/retrieval systems | Average retrieval time | Modeling | Simulation,4,1,publisherfree2read,Bronze,,undefined,
83,2-s2.0-84912534160,10.1080/00207543.2014.942441,,,Optimal storage rack design for a multi-deep compact AS/RS considering the acceleration/deceleration of the storage and retrieval machine,ar,Article,Yang P.,60025278,Tsinghua University,Beijing,China,4,"Yang, Peng;Miao, Lixin;Xue, Zhaojie;Qin, Lei",55831984900;7005303290;55616695000;55831942700,60025278;60025278;60025278;60025278,2015-02-01,1 February 2015,International Journal of Production Research,00207543,27656,1366588X,Journal,53,3,,929-943,"This paper explores the optimal storage rack design for a multi-deep compact Automated Storage and Retrieval System (AS/RS) considering the acceleration and deceleration of storage and retrieval (S/R) machine. The expected travel time under the single-command cycle and dual-command cycle for a random storage strategy is derived. Based on the travel time, the general models we propose calculate the optimal ratio between three dimensions that minimises the travel time under different speed profile scenarios. From the result, it is proven that the optimal storage rack design model in the constant speed situation can be treated as a special case of the model considering the acceleration and deceleration of S/R machine. Finally, this study investigates the effect of speed profile of S/R machine and fixing dimensions by various numerical experiments.",Acceleration/deceleration | Constrained-optimisation problem | Multi-deep automated storage and retrieval system | Storage rack design,31,0,,,NSFC,71202022,National Natural Science Foundation of China
84,2-s2.0-84912529314,10.1080/00207543.2014.921351,,,Travel time analysis for the double-deep dual-shuttle AS/RS,ar,Article,Xu X.,60025761;60019118,Huazhong University of Science and Technology;University of Science and Technology of China,Wuhan;Hefei,China;China,4,"Xu, Xianhao;Shen, Guwen;Yu, Yugang;Huang, Wei",55669169800;56194450200;14822788000;56194463000,60025761;60025761;60019118;60025761,2015-02-01,1 February 2015,International Journal of Production Research,00207543,27656,1366588X,Journal,53,3,,757-773,"Comparing with traditional single-deep single-shuttle automated storage/retrieval systems, double-deep dual-shuttle AS/RS have the advantages of high space utilisation and more efficient, since less number of aisles and less empty travel of S/R machine. This warehousing systems have been developed for use in factories and distribution centres. In this paper, we first develop analytical models of quadruple command cycle to estimate the performance of such system, then taking the single shuttle and dual command cycle as the benchmark model, the potential improvement by dual shuttle has been analyzed, the results show that the efficiency of the system has a significant improvement using dual shuttle S/R machine. In addition, we have extended the proposed travel time to a special case that the double empty storage locations will take place and some management insights are given.",Double-deep | Dual-shuttle | Quadruple command cycle | Travel time model,28,0,,,NSFC,71131004,National Natural Science Foundation of China
85,2-s2.0-84988504058,10.2174/1874110X01509011833,,,Travel time model of the storage/retrieval machine for multi-deep AS/RS based on flexsim,ar,Article,Fan W.,60032274;118420992;114659465;112913194,Shijiazhuang Tiedao University;Shijiazhuang Vocational College of Finance &amp; Economics;Shijiazhuang Posts and Telecommunications Technical College;Beijing Cell Technology Inc.,Shijiazhuang;;Hebei;Beijing,China;China;China;China,5,"Fan, Wang;Dongfen, Guo;Shujuan, Tang;Hong, He;Xiao, Cui",57191270011;34976556100;57190190370;57191269120;57191269214,114659465;114659465;60032274;112913194;118420992,2015-01-01,2015,Open Cybernetics and Systemics Journal,,21100199572,1874110X,Journal,9,1,,1833-1839,"The travel time of the S/R machine in multi-deep AS/RS was researched in this paper based on simulation methods. A flexible model of multi-deep AS/RS with 3600 kinds of plans was built and simulated aiming at the S/R machines travel time. A large number of simulation data was thus obtained, which was then used in the multiple regression analysis. Ultimately, the fitting formulas of the S/R machines travel time were built. The fitting formula of the time of queuing shows that the time of queuing has positive correlations with the number of floors and the number of bays, while negative correlations with the number of levels. Furthermore, the value of the 2860 sets of valid experimental data is far more than this. Using these data got by the simulation model, more valuable conclusions can be obtained in further data mining.",Multi-deep AS/RS | Multiple regression analysis | S/R machine | Simulation | Travel time,6,1,publisherfree2read,Bronze,,undefined,
87,2-s2.0-84902271728,10.1080/0740817X.2014.882037,,,Analytical models for an automated storage and retrieval system with multiple in-the-aisle pick positions,ar,Article,Ramtin F.,60154598,College of Engineering and Computer Science,Orlando,United States,2,"Ramtin, Faraz;Pazour, Jennifer A.",35148568100;26429919900,60154598;60154598,2014-09-02,2 September 2014,IIE Transactions (Institute of Industrial Engineers),0740817X,19125,15458830,Journal,46,9,,968-986,"An automated storage and retrieval system with multiple in-the-aisle pick positions (MIAPP-AS/RS) is a case-level order fulfillment technology that enables order picking via multiple pick positions (outputs) located in the aisle. This article develops expected travel time models for different operating policies and different physical configurations. These models can be used to analyze MIAPP-AS/RS throughput performance during peak and non-peak hours. Moreover, closed-form approximations are derived for the case of an infinite number of pick positions, which enable the optimal shape configuration that minimizes expected travel times to be derived. The expected travel time models are compared with a simulation model of a discrete rack, and the results validate that the proposed models provide good estimates. Finally, a numerical experiment is conducted to illustrate the trade-offs between performance of operating policies and design configurations. It is found that MIAPP-AS/RS with a dual picking floor and input point is a robust configuration due to the single command operating policy having a comparable throughput performance to a dual-command operating policy. Copyright © 2014 ""IIE"".",AS/RS | multiple I/O points | travel-time models,28,0,,,NSF,undefined,National Science Foundation
88,2-s2.0-84892925545,10.1080/00207543.2013.838331,,,On sequencing policies for unit-load automated storage and retrieval systems,ar,Article,Gagliardi J.,60113917;60032619,"Centre Interuniversitaire de Recherche sur les Réseaux d‘Entreprise, la Logistique et le Transport;Université Laval",Montreal;Quebec,Canada;Canada,3,"Gagliardi, Jean Philippe;Renaud, Jacques;Ruiz, Angel",24338169200;7103055636;7203007403,60032619-60113917;60032619-60113917;60032619-60113917,2014-02-16,16 February 2014,International Journal of Production Research,00207543,27656,1366588X,Journal,52,4,,1090-1099,"Automated Storage and Retrieval System (AS/RS) performance highly depends on the characteristics of the mechanical equipment. However, once the system has been physically implemented, achieving its maximum efficiency depends on the way the system is operated. This paper shows that request sequencing (i.e. planning the order in which storage and retrieval requests are performed) is of paramount importance in AS/RS performance. This paper reviews and adapts the most popular storage and sequencing policies to dynamic contexts, and then it proposes a sequencing mathematical model (SMM) to simultaneously solve the sequencing and storage location problems. Extensive computational results based on a thorough simulation experiment plan confirm that performing the requests in the right sequence can have a positive impact on AS/RS performance. Our results show that the proposed SMM regularly outperforms other methods. When used in a dynamic context, the proposed SMM may yield up to a 25% reduction in average travel-time compared to the situation where a no-sequencing method is applied. © 2013 Taylor & Francis.",automated storage and retrieval systems | discrete-event simulation | random storage | sequencing | storage assignment | turnover-based storage,25,0,repositoryam,Green,NSERC,undefined,Natural Sciences and Engineering Research Council of Canada
